bootstrap/ICES_data/pf.dat auto written
1 2
1988  2021
2  15
1
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
